Filename,Class,Vertices,Faces,Barycenter offset,Principal comp error,SOM error,Max dim
D00550.obj,Cup,13747,24928,0.1643698693752748,0.0,0.0,1.488995
D00587.obj,Cup,7102,14200,0.04939754043941139,3.3306690738754696e-16,4.0,1.700151
D00638.obj,Cup,6786,13568,0.014428026663055378,1.3322676295501878e-15,4.0,1.50049
D00642.obj,Cup,9512,18914,0.020467409101782647,-5.551115123125783e-16,2.0,1.80902
D00738.obj,Cup,10318,20331,0.04851999647519713,3.3306690738754696e-16,2.0,1.689661
D00843.obj,Cup,9127,16832,0.0005919612690762001,1.5543122344752192e-15,2.0,1.529269
D00874.obj,Cup,17730,35324,0.035669281432971954,7.771561172376096e-16,2.0,1.541058
D00882.obj,Cup,16983,33962,0.024164998374694317,6.661338147750939e-16,4.0,1.6568939999999999
m494.obj,Cup,2800,5596,0.4645517657053021,-1.1102230246251565e-16,6.0,0.9499989999999999
m495.obj,Cup,5820,11630,0.6429083715872141,1.1102230246251565e-16,6.0,0.95
m496.obj,Cup,7115,14230,0.5119641892223661,-1.6653345369377348e-15,6.0,0.95
m497.obj,Cup,4039,8088,0.34882231150121945,1.5543122344752192e-15,6.0,0.95
m498.obj,Cup,5977,11714,0.74136158899281,6.661338147750939e-16,6.0,0.95
m499.obj,Cup,4793,9448,0.3869140793448698,1.1102230246251565e-16,6.0,0.95
m500.obj,Cup,6830,13656,0.6654633545864603,1.7763568394002505e-15,6.0,0.9499989999999999
m501.obj,Cup,7222,14300,0.5712315696464946,-4.440892098500626e-16,6.0,0.95
m502.obj,Cup,7500,14996,0.5740545621424633,-1.887379141862766e-15,6.0,0.95
m526.obj,Cup,4199,8316,0.4067321111117319,6.661338147750939e-16,6.0,0.95
D00048.obj,DeskLamp,13118,26001,0.04214517692238131,9.992007221626409e-16,4.0,1.733208
D00090.obj,DeskLamp,6516,11216,0.01042417223360456,-1.4432899320127035e-15,6.0,1.6101969999999999
D00147.obj,DeskLamp,2390,4740,0.007299243918193673,6.661338147750939e-16,6.0,1.687746
D00257.obj,DeskLamp,6891,13716,0.00329140403647671,1.1102230246251565e-16,4.0,1.587204
D00268.obj,DeskLamp,1717,3393,0.02286629389002409,1.9984014443252818e-15,4.0,1.573938
D00330.obj,DeskLamp,13579,18523,0.06336457130041048,0.0,2.0,1.6881590000000002
D00378.obj,DeskLamp,4273,8505,0.01871912528297443,1.7763568394002505e-15,4.0,1.854308
D00435.obj,DeskLamp,7515,15002,0.0028724692798766404,2.220446049250313e-16,2.0,1.726696
D00455.obj,DeskLamp,7627,15060,0.004402271922207518,8.881784197001252e-16,0.0,1.6008019999999998
D00531.obj,DeskLamp,3222,6390,0.0599489692437479,1.9984014443252818e-15,2.0,1.8511790000000001
D00547.obj,DeskLamp,22837,45584,0.09217921029685833,-1.6653345369377348e-15,2.0,1.627973
D00686.obj,DeskLamp,5687,11221,0.054065934423323525,3.3306690738754696e-16,4.0,1.838905
D00693.obj,DeskLamp,5650,11214,0.07698229312651808,8.881784197001252e-16,2.0,1.8606260000000001
D00698.obj,DeskLamp,6499,12845,0.011435631458758366,3.3306690738754696e-16,2.0,1.654495
D00715.obj,DeskLamp,9625,19238,0.027390897986293426,1.1102230246251565e-15,2.0,1.792891
D00744.obj,DeskLamp,21616,38066,0.09196258127717115,1.9984014443252818e-15,2.0,1.9313570000000002
D00759.obj,DeskLamp,5982,11780,0.030560524192100456,2.220446049250313e-15,4.0,1.852169
D00776.obj,DeskLamp,4571,9232,0.0033257284545238322,1.1102230246251565e-15,0.0,1.70265
D00797.obj,DeskLamp,14960,28504,0.008167459992268405,-9.992007221626409e-16,4.0,1.673323
D00912.obj,DeskLamp,10656,8640,0.01233748523197308,1.9984014443252818e-15,4.0,1.838218
m603.obj,DeskLamp,3292,6572,0.5675010119355498,1.3322676295501878e-15,6.0,0.95
m604.obj,DeskLamp,1821,3433,0.273315973022772,8.881784197001252e-16,6.0,0.949987
m605.obj,DeskLamp,3199,6299,0.5220508745053973,1.3322676295501878e-15,6.0,0.95
m606.obj,DeskLamp,2472,4912,0.47339799001999766,-9.992007221626409e-16,6.0,0.95
m608.obj,DeskLamp,7305,14403,0.6222594955440429,6.661338147750939e-16,6.0,0.95
m609.obj,DeskLamp,2897,5756,0.35058707907103187,-2.220446049250313e-16,6.0,0.949905
m611.obj,DeskLamp,2669,5306,0.4860003122716392,-5.551115123125783e-16,6.0,0.95
m613.obj,DeskLamp,1493,2854,0.529971658244127,2.220446049250313e-16,6.0,0.95
m614.obj,DeskLamp,3147,6306,0.48987949207739245,1.1102230246251565e-16,6.0,0.95
m615.obj,DeskLamp,2741,5522,0.7112081922050131,-5.551115123125783e-16,6.0,0.95
m616.obj,DeskLamp,14129,28358,0.4545800135875621,-1.1102230246251565e-16,6.0,0.95
D00118.obj,DeskPhone,12443,21950,0.020199103720470395,0.0,4.0,1.673623
D00135.obj,DeskPhone,6615,12583,0.021357989287803143,4.440892098500626e-16,2.0,1.7316259999999999
D00154.obj,DeskPhone,17247,22944,0.048672259522950054,-3.3306690738754696e-16,0.0,1.600924
D00220.obj,DeskPhone,11352,22636,0.014361670069259836,1.1102230246251565e-15,2.0,1.486163
D00316.obj,DeskPhone,48093,94497,0.04818076475232199,-8.881784197001252e-16,6.0,1.4405160000000001
D00318.obj,DeskPhone,8538,16944,0.011166687695398171,1.1102230246251565e-15,4.0,1.522663
D00403.obj,DeskPhone,27361,54523,0.051151761705877506,8.881784197001252e-16,2.0,1.690367
D00486.obj,DeskPhone,11434,22784,0.01713273786558631,-1.1102230246251565e-16,4.0,1.722766
D00511.obj,DeskPhone,31349,60638,0.01069608374090795,4.440892098500626e-16,0.0,1.620282
D00556.obj,DeskPhone,14162,28260,0.003240979888108417,-3.3306690738754696e-16,4.0,1.688561
D00576.obj,DeskPhone,13619,26647,0.005602659964365127,-5.551115123125783e-16,4.0,1.575266
D00680.obj,DeskPhone,18042,35592,0.0059183431793948015,6.661338147750939e-16,2.0,1.554785
D00706.obj,DeskPhone,44937,51962,0.007357828053147136,8.881784197001252e-16,6.0,1.54183
D00773.obj,DeskPhone,23711,42664,0.004709526529751645,0.0,4.0,1.571777
D00829.obj,DeskPhone,19016,37984,0.006324325405459998,1.1102230246251565e-16,0.0,1.830051
D00894.obj,DeskPhone,11119,22140,0.019374289591039873,1.1102230246251565e-16,2.0,1.5801819999999998
D00897.obj,DeskPhone,27510,53857,0.03895566220503719,2.220446049250313e-16,2.0,1.889964
D00899.obj,DeskPhone,39872,79652,0.09776283322921449,-2.220446049250313e-16,6.0,1.494266
D00957.obj,DeskPhone,14677,28992,0.03268561909727353,2.220446049250313e-16,4.0,1.5274100000000002
D00958.obj,DeskPhone,11731,16509,0.010420123759459771,-8.881784197001252e-16,4.0,1.719158
D01005.obj,Door,6044,11464,0.3222940066578907,0.0,6.0,0.95
D01029.obj,Door,1843,3552,0.3773783462364126,1.1102230246251565e-15,6.0,0.95
D01052.obj,Door,4212,8342,0.32092428404933127,-3.3306690738754696e-16,6.0,0.95
D01058.obj,Door,6311,12576,0.36081748310507106,1.1102230246251565e-15,6.0,0.95
D01062.obj,Door,6509,13682,0.467426710161502,4.440892098500626e-16,6.0,0.95
D01076.obj,Door,7225,14470,0.32143525501385845,3.3306690738754696e-16,6.0,0.95
D01104.obj,Door,8047,16128,0.3757992600021036,2.220446049250313e-16,6.0,0.95
D01114.obj,Door,3273,6494,0.32833020731645857,5.551115123125783e-16,6.0,0.95
D01121.obj,Door,1277,2418,0.33996648659766293,4.440892098500626e-16,6.0,0.95
D01129.obj,Door,8846,15673,0.2978691333850062,1.1102230246251565e-15,6.0,0.95
D01136.obj,Door,4728,9346,0.39756322442662523,8.881784197001252e-16,6.0,0.95
D01139.obj,Door,714,1302,0.3820648835813359,1.1102230246251565e-16,6.0,0.95
D01141.obj,Door,5741,11199,0.3361993931513988,-3.3306690738754696e-16,6.0,0.95
D01143.obj,Door,911,1798,0.3398218832216493,-2.220446049250313e-16,6.0,0.95
D01144.obj,Door,3206,6722,0.35030083504902504,2.220446049250313e-16,6.0,0.95
D01155.obj,Door,3061,5484,0.5014788054251063,0.0,6.0,0.95
D01158.obj,Door,2865,5744,0.3541014999081881,-1.1102230246251565e-16,6.0,0.95
D01167.obj,Door,6417,13592,0.41218384872854513,-1.1102230246251565e-16,6.0,0.95
D01177.obj,Door,1400,2602,0.38223902861396936,-4.440892098500626e-16,6.0,0.95
D01194.obj,Door,1239,2323,0.3233532675727234,6.661338147750939e-16,6.0,0.95
m1707.obj,Door,1862,3590,0.37308952842730647,-2.220446049250313e-16,6.0,0.95
m1708.obj,Door,1278,2420,0.3401678119115846,1.5543122344752192e-15,6.0,0.95
m1710.obj,Door,1984,3874,0.3608973082035147,-2.220446049250313e-16,6.0,0.95
m1711.obj,Door,3199,6708,0.35042165635319267,-4.440892098500626e-16,6.0,0.95
m1712.obj,Door,7202,14424,0.3209774145211889,-1.3322676295501878e-15,6.0,0.95
m1713.obj,Door,6044,11464,0.3222940066578907,0.0,6.0,0.95
m1714.obj,Door,7905,15837,0.38120677449650187,-8.881784197001252e-16,6.0,0.95
m1715.obj,Door,4201,8320,0.3202045769968823,-2.220446049250313e-16,6.0,0.95
m1716.obj,Door,5749,11215,0.335228200219732,1.3322676295501878e-15,6.0,0.95
m1717.obj,Door,6225,12404,0.3604619238464947,6.661338147750939e-16,6.0,0.95
m1718.obj,Door,8863,15707,0.29746660461922203,-2.220446049250313e-16,6.0,0.95
m1720.obj,Door,4809,9508,0.39961354729632614,8.881784197001252e-16,6.0,0.95
m1721.obj,Door,2865,5744,0.35396886905765185,4.440892098500626e-16,6.0,0.95
m1722.obj,Door,3292,6532,0.325521492967319,4.440892098500626e-16,6.0,0.95
m1723.obj,Door,6504,13672,0.4676564986180449,9.992007221626409e-16,6.0,0.95
m1724.obj,Door,6396,13546,0.4113421894657911,4.440892098500626e-16,6.0,0.95
m1725.obj,Door,6947,13959,0.6086457389720914,-7.771561172376096e-16,6.0,0.95
m1726.obj,Door,3064,5490,0.5018555872695195,-3.3306690738754696e-16,6.0,0.95
m1727.obj,Door,11600,23084,0.40458042986178877,-1.1102230246251565e-15,6.0,0.95
m1728.obj,Door,10800,21348,0.6305223771148156,-2.220446049250313e-16,6.0,0.95
m1729.obj,Door,7282,14456,0.3386969582498126,-1.6653345369377348e-15,6.0,0.949997
m1730.obj,Door,7282,14456,0.3386969582498126,-1.6653345369377348e-15,6.0,0.949997
m1731.obj,Door,6654,13444,0.552268738793275,3.3306690738754696e-16,6.0,0.95
m1732.obj,Door,7982,15941,0.3883947802170316,2.220446049250313e-16,6.0,0.95
D00026.obj,Drum,5506,32619,0.3056928883733098,-1.1102230246251565e-16,4.0,0.7062149999999999
D00063.obj,Drum,6661,14082,2.737637092140413,-2.220446049250313e-16,6.0,0.7544550000000001
D00115.obj,Drum,3380,6756,1.3453107766785797,8.881784197001252e-16,6.0,1.211042
D00163.obj,Drum,8433,37275,1.6510465822801663,6.661338147750939e-16,6.0,0.797146
D00189.obj,Drum,5017,10030,5.953408753610163,-6.661338147750939e-16,6.0,0.71
D00193.obj,Drum,11410,23908,1.0863283436509032,0.0,6.0,1.1064280000000002
D00297.obj,Drum,5561,33351,2.5091637499152606,8.881784197001252e-16,6.0,0.673839
D00298.obj,Drum,10942,21804,1.571704978764722,8.881784197001252e-16,4.0,1.25095
D00308.obj,Drum,9422,19205,1.9503953153042568,8.881784197001252e-16,6.0,1.0413999999999999
D00375.obj,Drum,9224,18959,0.15057695076544514,-2.220446049250313e-16,6.0,0.8985110000000001
D00383.obj,Drum,3310,6906,21.85289338936721,3.3306690738754696e-16,6.0,0.6604000000000001
D00404.obj,Drum,57380,116591,380.67291507390416,8.881784197001252e-16,6.0,2.48285
D00551.obj,Drum,15313,31006,11.618087621623792,-2.220446049250313e-16,6.0,1.452156
D00557.obj,Drum,8108,16347,0.4539907326487305,0.0,6.0,0.692998
D00596.obj,Drum,54850,111598,0.21690160869288738,2.220446049250313e-16,4.0,6.521787
D00709.obj,Drum,500,996,5.774630521081999,0.0,6.0,0.25261
D00939.obj,Drum,5390,33603,0.019793055832654276,1.1102230246251565e-15,4.0,0.292493
D00951.obj,Drum,7993,50202,5.473010091434978,4.440892098500626e-16,6.0,0.548046
D00980.obj,Drum,5653,33699,0.4189936980071578,6.661338147750939e-16,6.0,0.9578
D00982.obj,Drum,1366,2781,0.006274943032065836,-5.551115123125783e-16,2.0,0.161926
D00012.obj,Fish,5928,10966,0.008343691906856182,-3.3306690738754696e-16,0.0,1.768562
D00022.obj,Fish,6031,11167,0.01920340872791375,2.220446049250313e-16,0.0,1.8223669999999998
D00024.obj,Fish,4859,9069,0.0128088391648318,2.220446049250313e-16,0.0,1.780403
D00030.obj,Fish,4843,8918,0.008368047730650271,-1.3322676295501878e-15,4.0,1.753147
D00142.obj,Fish,6667,12445,0.021013449631161366,8.881784197001252e-16,4.0,1.6927050000000001
D00165.obj,Fish,5332,9906,0.010149347622296892,1.1102230246251565e-15,4.0,1.7774360000000002
D00251.obj,Fish,10521,19783,0.02324961282746798,5.551115123125783e-16,0.0,1.68873
D00293.obj,Fish,7595,14140,0.017702941606059425,-1.1102230246251565e-16,0.0,1.7899219999999998
D00351.obj,Fish,7499,13968,0.02229788832035547,8.881784197001252e-16,2.0,1.725424
D00398.obj,Fish,6037,11137,0.007747464219789257,0.0,4.0,1.702048
D00450.obj,Fish,6321,11642,0.013885629599322609,1.7763568394002505e-15,0.0,1.738342
D00535.obj,Fish,6200,11384,0.027234572735040655,-2.220446049250313e-16,2.0,1.77393
D00633.obj,Fish,5382,10023,0.008057457121738413,0.0,4.0,1.796239
D00636.obj,Fish,6470,11829,0.00976689821261107,1.7763568394002505e-15,0.0,1.6920060000000001
D00643.obj,Fish,5399,9968,0.004087946626691444,2.220446049250313e-16,4.0,1.653529
D00682.obj,Fish,6209,11770,0.011055268096800854,-4.440892098500626e-16,2.0,1.910478
D00748.obj,Fish,5046,8098,0.019403390821634146,-1.1102230246251565e-16,0.0,1.786949
D00763.obj,Fish,10218,19129,0.03102880587733144,-5.551115123125783e-16,4.0,1.82744
D00850.obj,Fish,6509,12074,0.015220329427697622,6.661338147750939e-16,4.0,1.757862
D00950.obj,Fish,5425,9763,0.005035662591184109,6.661338147750939e-16,2.0,1.658798
D00028.obj,FloorLamp,7519,14928,0.015114651771474518,2.220446049250313e-16,6.0,1.3695089999999999
D00093.obj,FloorLamp,16162,33225,0.004154568581149148,2.4424906541753444e-15,2.0,1.582166
D00186.obj,FloorLamp,7694,15316,0.007869008606959318,-5.551115123125783e-16,2.0,1.60596
D00211.obj,FloorLamp,5097,9970,0.025140315390040545,6.661338147750939e-16,4.0,1.6422940000000001
D00228.obj,FloorLamp,6867,13722,0.057062338844188584,2.220446049250313e-16,4.0,1.548605
D00388.obj,FloorLamp,23483,46095,0.00035699004207787987,4.440892098500626e-16,4.0,1.474328
D00400.obj,FloorLamp,14213,18962,0.03453352640522859,1.1102230246251565e-15,6.0,1.5791309999999998
D00408.obj,FloorLamp,23503,46487,0.0032581239662011078,3.3306690738754696e-16,4.0,1.5412240000000001
D00447.obj,FloorLamp,19503,38980,0.0015509320300198808,4.440892098500626e-16,2.0,1.5856059999999998
D00495.obj,FloorLamp,8649,17245,0.0070781414711229415,4.440892098500626e-16,2.0,1.27136
D00563.obj,FloorLamp,11136,26964,5.504886176767327e-05,0.0,4.0,1.497234
D00580.obj,FloorLamp,39647,46682,0.03357598915669655,1.1102230246251565e-16,2.0,1.971287
D00740.obj,FloorLamp,8009,16002,0.011313163373200767,0.0,2.0,1.5881020000000001
D00856.obj,FloorLamp,11242,22478,0.01563213180060898,1.5543122344752192e-15,2.0,1.572744
D00875.obj,FloorLamp,15152,30052,0.023343291181691553,1.5543122344752192e-15,2.0,1.678449
D00876.obj,FloorLamp,14464,28920,0.008430901986495874,8.881784197001252e-16,4.0,1.476504
D00888.obj,FloorLamp,9811,19616,0.015501187328300041,1.1102230246251565e-15,4.0,1.743798
D00924.obj,FloorLamp,17626,34872,0.007512162166916905,4.440892098500626e-16,4.0,1.677535
D00955.obj,FloorLamp,8300,16560,0.09423605465281491,2.220446049250313e-16,2.0,1.594414
D00981.obj,FloorLamp,9039,17859,0.01310767676188608,2.220446049250313e-16,4.0,1.479489
m617.obj,FloorLamp,3616,7176,0.40156460949973455,2.220446049250313e-16,6.0,0.949983
m618.obj,FloorLamp,1391,2770,0.17494790524551326,1.5543122344752192e-15,6.0,0.9331659999999999
m619.obj,FloorLamp,1009,1992,0.31397342361332337,1.5543122344752192e-15,6.0,0.949886
m620.obj,FloorLamp,5584,11058,0.36679491229003625,1.9984014443252818e-15,6.0,0.95
m621.obj,FloorLamp,1514,3018,0.3255510471174149,-1.1102230246251565e-16,6.0,0.949993
m622.obj,FloorLamp,373,726,0.2653880517499765,-1.2212453270876722e-15,6.0,0.95
m623.obj,FloorLamp,1295,2572,0.2733307583235992,-3.3306690738754696e-16,6.0,0.949531
m624.obj,FloorLamp,511,1006,0.37567336852166744,1.3322676295501878e-15,6.0,0.95
D00050.obj,Glasses,6852,11300,0.02365165265381233,-6.661338147750939e-16,4.0,1.301602
D00201.obj,Glasses,6519,12656,0.012292030971280316,-8.881784197001252e-16,4.0,1.127361
D00225.obj,Glasses,4176,8221,0.035644672144531,4.440892098500626e-16,2.0,1.221553
D00432.obj,Glasses,2401,4606,0.02885362899746482,5.551115123125783e-16,2.0,1.563812
D00475.obj,Glasses,3011,5988,0.005120670163630564,-4.440892098500626e-16,2.0,1.1119999999999999
D00507.obj,Glasses,6852,11300,0.023263369843643703,-5.551115123125783e-16,4.0,1.298985
D00560.obj,Glasses,2190,4334,0.03631087184527787,0.0,0.0,1.2408540000000001
D00575.obj,Glasses,17472,32776,0.028640243301521904,-5.551115123125783e-16,0.0,1.285658
D00630.obj,Glasses,3026,5931,0.012115882797905668,2.220446049250313e-16,0.0,1.090372
D00640.obj,Glasses,13986,25604,0.021961495254258893,1.1102230246251565e-15,4.0,1.3052890000000001
D00656.obj,Glasses,4392,12140,0.07733952652442525,-2.220446049250313e-16,2.0,1.4117169999999999
D00660.obj,Glasses,10770,18568,0.05213392061146102,2.220446049250313e-16,4.0,1.388817
D00717.obj,Glasses,5353,10658,0.007673071501315599,1.3322676295501878e-15,4.0,1.244339
D00730.obj,Glasses,2043,4074,0.0006965641582854169,2.220446049250313e-16,2.0,1.248912
D00813.obj,Glasses,1423,2810,0.1325079030991525,4.440892098500626e-16,6.0,1.2436639999999999
D00816.obj,Glasses,15752,30220,0.014360560417504843,1.5543122344752192e-15,4.0,1.283296
D00877.obj,Glasses,3576,6861,0.026821524257854706,2.886579864025407e-15,4.0,1.406596
D00883.obj,Glasses,2142,4150,0.029499328029247936,-1.1102230246251565e-16,6.0,1.36175
D00937.obj,Glasses,2441,4888,0.013722385578854175,-5.551115123125783e-16,2.0,1.304687
D00994.obj,Glasses,2878,5678,0.008252152301099677,1.1102230246251565e-15,0.0,1.250367
D00023.obj,Guitar,8648,17002,0.00607200539985504,1.1102230246251565e-15,6.0,1.5477180000000001
D00041.obj,Guitar,28373,50370,0.0008925097257203601,2.220446049250313e-16,2.0,1.419009
D00076.obj,Guitar,8889,17465,0.0013867465503750137,-2.220446049250313e-16,4.0,1.5552869999999999
D00097.obj,Guitar,3479,6866,0.05758093202893685,1.3322676295501878e-15,4.0,1.54496
D00124.obj,Guitar,5717,10968,0.0032530800291394836,0.0,4.0,1.4967570000000001
D00222.obj,Guitar,6759,13380,0.008668127827457265,-1.2212453270876722e-15,2.0,1.803242
D00232.obj,Guitar,7781,12087,0.021457163086414776,6.661338147750939e-16,4.0,1.530323
D00335.obj,Guitar,32795,64993,0.08984984041115725,1.1102230246251565e-16,4.0,1.517328
D00374.obj,Guitar,10127,19887,0.04093536868830638,3.3306690738754696e-16,2.0,1.505963
D00414.obj,Guitar,5485,10587,0.016018630076488925,2.220446049250313e-16,4.0,1.6387
D00416.obj,Guitar,9963,19431,0.005884962289786651,8.881784197001252e-16,2.0,1.458396
D00461.obj,Guitar,8636,16932,0.0007646988358100438,-9.992007221626409e-16,4.0,1.666348
D00464.obj,Guitar,7514,14270,0.008353599192345778,0.0,4.0,1.542987
D00494.obj,Guitar,32748,47406,0.010864890903831038,5.551115123125783e-16,2.0,1.4671189999999998
D00534.obj,Guitar,7659,15108,0.018733475837669846,-3.3306690738754696e-16,4.0,1.447053
D00549.obj,Guitar,10340,20236,0.04090805986975799,8.881784197001252e-16,4.0,1.519236
D00645.obj,Guitar,6077,12018,0.008081249924287,-7.771561172376096e-16,2.0,1.475719
D00655.obj,Guitar,8251,11008,0.014785729027379077,-1.2212453270876722e-15,4.0,1.566748
D00844.obj,Guitar,9253,13769,0.015057868846402511,2.4424906541753444e-15,2.0,1.6045639999999999
D00849.obj,Guitar,29495,58093,0.0032951036321269985,-4.440892098500626e-16,6.0,1.534656
D00103.obj,Gun,10282,20482,0.05198566855353595,3.3306690738754696e-16,4.0,1.572157
D00137.obj,Gun,5308,10332,0.010952684474030468,1.7763568394002505e-15,2.0,1.843801
D00140.obj,Gun,11206,22150,0.0007395423598625017,9.992007221626409e-16,0.0,1.851864
D00153.obj,Gun,4146,8268,0.0043057743541909405,-5.551115123125783e-16,4.0,1.7513230000000002
D00161.obj,Gun,6939,13846,0.002669829415496131,6.661338147750939e-16,4.0,1.81759
D00204.obj,Gun,5558,10640,0.03251745202275865,6.661338147750939e-16,4.0,1.790936
D00207.obj,Gun,16366,31917,0.001926927680901402,-2.220446049250313e-16,2.0,1.4951139999999998
D00209.obj,Gun,6826,6484,0.005927928798005291,1.1102230246251565e-16,0.0,1.6926780000000001
D00239.obj,Gun,4240,8469,0.009773175876985922,4.440892098500626e-16,6.0,1.658209
D00244.obj,Gun,13307,26562,0.0012316510992093363,1.1102230246251565e-15,4.0,1.810051
D00282.obj,Gun,8513,16945,0.019233393883805603,1.2212453270876722e-15,4.0,1.859594
D00368.obj,Gun,13375,26718,0.001426988040779041,-5.551115123125783e-16,4.0,1.899218
D00425.obj,Gun,10850,21237,0.0014663530207449822,-3.3306690738754696e-16,6.0,1.765769
D00477.obj,Gun,4927,9527,0.008769450210758322,-2.220446049250313e-16,4.0,1.856184
D00606.obj,Gun,20131,40212,0.031442781805303105,-1.4432899320127035e-15,4.0,1.883503
D00802.obj,Gun,3784,7532,0.0024906339558328503,1.1102230246251565e-16,4.0,1.554429
D00819.obj,Gun,17257,34169,0.01799056567063409,6.661338147750939e-16,4.0,1.7518699999999998
D00826.obj,Gun,11855,23596,0.008558068742163175,6.661338147750939e-16,2.0,1.818816
D00929.obj,Gun,9564,19052,0.0028989711268998016,3.3306690738754696e-16,2.0,1.845794
D00972.obj,Gun,28870,56646,0.026891996846752704,6.661338147750939e-16,4.0,1.866994
m648.obj,Gun,2935,5822,0.265085888911195,-1.4432899320127035e-15,6.0,0.95
m649.obj,Gun,5015,9422,0.3924399345750522,7.771561172376096e-16,6.0,0.95
m650.obj,Gun,5776,10705,0.35688459890300217,1.2212453270876722e-15,6.0,0.95
m651.obj,Gun,2216,4254,0.5283731956860006,-1.4432899320127035e-15,6.0,0.95
m652.obj,Gun,13001,24304,0.4524370974459173,4.440892098500626e-16,6.0,0.949728
m653.obj,Gun,3777,7530,0.3272971742913158,-2.220446049250313e-16,6.0,0.95
m654.obj,Gun,3750,7460,0.4859452208045661,2.220446049250313e-16,6.0,0.95
m655.obj,Gun,1984,3944,0.4215107836451045,8.881784197001252e-16,6.0,0.95
m656.obj,Gun,15763,31098,0.19510493605358317,-2.220446049250313e-16,6.0,0.95
m657.obj,Gun,18283,36520,0.6833710443636228,6.661338147750939e-16,6.0,0.95
m658.obj,Gun,5591,11152,0.34956637462747125,3.3306690738754696e-16,6.0,0.95
m659.obj,Gun,1300,2523,0.38582964795625857,-1.1102230246251565e-15,6.0,0.949472
m660.obj,Gun,6253,11938,0.4739429189415872,1.1102230246251565e-16,6.0,0.95
m661.obj,Gun,3872,7612,0.2399332022633786,1.4432899320127035e-15,6.0,0.95
m662.obj,Gun,5456,10767,0.6198502342088831,2.220446049250313e-16,6.0,0.95
m663.obj,Gun,5154,10220,0.42581159978205524,-2.220446049250313e-16,6.0,0.95
m664.obj,Gun,6611,13190,0.5372649106556355,6.661338147750939e-16,6.0,0.95
m665.obj,Gun,3562,6780,0.41330901854592794,1.1102230246251565e-16,6.0,0.95
m666.obj,Gun,13440,26860,0.4400163353245471,2.220446049250313e-16,6.0,0.95
m667.obj,Gun,2257,4421,0.34905024769348925,-2.220446049250313e-16,6.0,0.95
m668.obj,Gun,5291,10269,0.18947564157878738,3.3306690738754696e-16,6.0,0.95
m669.obj,Gun,1475,2647,0.22047677859160497,-1.1102230246251565e-16,6.0,0.95
m670.obj,Gun,2097,4162,0.40781360675228856,8.881784197001252e-16,6.0,0.95
m671.obj,Gun,1653,3232,0.2774176567285228,2.4424906541753444e-15,6.0,0.95
m672.obj,Gun,922,1816,0.2413109451217618,-1.1102230246251565e-16,6.0,0.95
m674.obj,Gun,7722,15199,0.4196572523397708,6.661338147750939e-16,6.0,0.95
m675.obj,Gun,1296,2393,0.230070082588323,1.3322676295501878e-15,6.0,0.95
m676.obj,Gun,1781,3512,0.28160452836207134,-8.881784197001252e-16,6.0,0.949896
m677.obj,Gun,1809,3594,0.3168686271824776,1.1102230246251565e-15,6.0,0.95
m678.obj,Gun,1611,2991,0.32527414816583483,1.3322676295501878e-15,6.0,0.95
m679.obj,Gun,2348,4422,0.34820365522342456,0.0,6.0,0.95
m680.obj,Gun,2018,3918,0.25769893789726805,1.9984014443252818e-15,6.0,0.95
m681.obj,Gun,1354,2605,0.4036778294628813,3.3306690738754696e-16,6.0,0.95
m682.obj,Gun,1605,3004,0.24039446200235898,3.3306690738754696e-16,6.0,0.95
m683.obj,Gun,1168,2264,0.21730429668426415,-7.771561172376096e-16,6.0,0.95
m684.obj,Gun,27919,55732,0.5829280621885178,8.881784197001252e-16,6.0,0.95
m685.obj,Gun,2329,4639,0.3245161848760957,-5.551115123125783e-16,6.0,0.94999
m686.obj,Gun,2720,5684,0.2296651747965556,8.881784197001252e-16,6.0,0.95
D01006.obj,Hand,7929,15855,0.7022902714268442,1.1102230246251565e-16,6.0,0.95
D01020.obj,Hand,8524,17044,3.3503376658203143e-09,1.1102230246251565e-15,2.0,1.694359
D01022.obj,Hand,4431,8858,0.45625377637731185,1.1102230246251565e-16,6.0,0.95
D01024.obj,Hand,5204,10384,0.42865263677613796,2.220446049250313e-16,6.0,0.945597
D01041.obj,Hand,3779,7271,0.34761895282564126,-2.55351295663786e-15,6.0,0.947631
D01060.obj,Hand,3743,7190,0.31801224766378416,-5.551115123125783e-16,6.0,0.9484899999999999
D01074.obj,Hand,3569,7132,0.3411195652258523,6.661338147750939e-16,6.0,0.95
D01093.obj,Hand,8471,16938,2.2647527114610556e-08,4.440892098500626e-16,4.0,1.752393
D01097.obj,Hand,6191,12378,0.5888310865289311,-5.551115123125783e-16,6.0,0.95
D01106.obj,Hand,794,1563,0.31814280712932264,8.881784197001252e-16,6.0,0.949755
D01117.obj,Hand,6038,12072,0.4523760854427804,-1.2212453270876722e-15,6.0,0.95
D01118.obj,Hand,2562,5120,0.3697431159844605,1.7763568394002505e-15,6.0,0.95
D01153.obj,Hand,25001,49998,0.4236952760223173,2.220446049250313e-16,6.0,0.95
D01162.obj,Hand,6677,13350,0.6415664142787939,2.220446049250313e-16,6.0,0.95
D01170.obj,Hand,2249,4494,0.3770504499679937,-1.3322676295501878e-15,6.0,0.949168
D01172.obj,Hand,43386,86361,0.30986462850210267,6.661338147750939e-16,6.0,0.95
D01193.obj,Hand,4563,9122,0.5180614252157614,-4.440892098500626e-16,6.0,0.95
